detuning_mhz,experimental_excited_probability,simulated_p_e_plus_p_f,experiment_minus_simulation
-0.01,0.433,0.4131366858968275,0.01986331410317249
-0.005,0.454,0.412644443038284,0.041355556961716
0.0,0.438,0.41215220017974047,0.02584779982025953
0.005,0.492,0.4116599573211969,0.08034004267880307
0.01,0.463,0.41116771446265343,0.05183228553734659
0.015,0.472,0.41344607341781564,0.058553926582184335
0.02,0.475,0.4158423303224973,0.05915766967750269
0.025,0.505,0.41823858722717894,0.08676141277282107
0.03,0.452,0.4206348441318606,0.03136515586813943
0.035,0.491,0.4243248902682169,0.06667510973178309
0.04,0.523,0.42819546513457435,0.09480453486542567
0.045,0.534,0.4320660400009318,0.10193395999906824
0.05,0.523,0.43593661486728924,0.08706338513271078
0.055,0.558,0.43971424666940695,0.1182857533305931
0.06,0.558,0.44346804691659136,0.11453195308340869
0.065,0.571,0.44722184716377583,0.12377815283622412
0.07,0.576,0.4509756474109603,0.12502435258903966
0.075,0.592,0.454179053464446,0.137820946535554
0.08,0.558,0.4571623018404522,0.10083769815954785
0.085,0.609,0.46014555021645837,0.14885444978354162
0.09,0.563,0.4631287985924646,0.09987120140753536
0.095,0.56,0.46572927071759823,0.09427072928240182
0.1,0.582,0.4681074856648059,0.11389251433519404
0.105,0.563,0.4704857006120136,0.09251429938798633
0.11,0.601,0.47286391555922136,0.12813608444077862
0.115,0.559,0.4750495148401918,0.08395048515980824
0.12,0.57,0.47707816802274683,0.09292183197725312
0.125,0.566,0.47910682120530185,0.0868931787946981
0.13,0.563,0.48113547438785687,0.08186452561214308
0.135,0.577,0.48300388663464455,0.0939961133653554
0.14,0.599,0.4846911569540432,0.11430884304595679
0.145,0.581,0.48637842727344177,0.09462157272655819
0.15,0.553,0.48806569759284035,0.0649343024071597
0.155,0.562,0.4896131040870724,0.07238689591292763
0.16,0.609,0.4909396729626204,0.11806032703737956
0.165,0.598,0.4922662418381684,0.10573375816183156
0.17,0.607,0.4935928107137164,0.11340718928628357
0.175,0.603,0.49487035709943594,0.10812964290056404
0.18,0.617,0.49603678584154437,0.12096321415845562
0.185,0.586,0.4972032145836528,0.08879678541634717
0.19,0.647,0.4983696433257612,0.1486303566742388
0.195,0.629,0.49957154952103605,0.12942845047896395
0.2,0.638,0.5008960141908858,0.1371039858091142
0.205,0.623,0.5022204788607355,0.12077952113926449
0.21,0.644,0.5035449435305852,0.1404550564694148
0.215,0.651,0.504911280938694,0.14608871906130605
0.22,0.654,0.5065288547763567,0.14747114522364335
0.225,0.642,0.5081464286140194,0.13385357138598064
0.23,0.656,0.5097640024516821,0.14623599754831795
0.235,0.661,0.5113885797930474,0.14961142020695262
0.24,0.66,0.5131205441911875,0.14687945580881256
0.245,0.649,0.5148525085893275,0.1341474914106725
0.25,0.632,0.5165844729874677,0.11541552701253233
0.255,0.637,0.5183164373856077,0.11868356261439228
0.26,0.645,0.5198631778661006,0.12513682213389943
0.265,0.668,0.5214060595149758,0.14659394048502428
0.27,0.643,0.522948941163851,0.12005105883614897
0.275,0.617,0.5244918228127262,0.09250817718727378
0.28,0.654,0.5257482926088879,0.12825170739111214
0.285,0.634,0.5269722156036047,0.10702778439639526
0.29,0.611,0.5281961385983216,0.08280386140167839
0.295,0.669,0.5294200615930386,0.13957993840696148
0.3,0.653,0.5304896261494787,0.12251037385052133
0.305,0.643,0.5315244600573067,0.11147553994269332
0.31,0.633,0.5325592939651347,0.10044070603486532
0.315,0.647,0.5335941278729627,0.11340587212703734
0.32,0.649,0.5346448356706792,0.1143551643293208
0.325,0.654,0.5357012757064111,0.1182987242935889
0.33,0.671,0.536757715742143,0.134242284257857
0.335,0.662,0.537814155777875,0.12418584422212509
0.34,0.653,0.538938464461523,0.11406153553847698
0.345,0.66,0.5400988283643766,0.11990117163562342
0.35,0.684,0.5412591922672301,0.14274080773276998
0.355,0.675,0.5424195561700836,0.1325804438299164
0.36,0.651,0.5435920755700885,0.10740792442991154
0.365,0.649,0.5447737115929567,0.10422628840704329
0.37,0.674,0.5459553476158251,0.12804465238417495
0.375,0.676,0.5471369836386935,0.1288630163613066
0.38,0.66,0.548268309324973,0.11173169067502708
0.385,0.63,0.5493472284106392,0.0806527715893608
0.39,0.669,0.5504261474963056,0.11857385250369445
0.395,0.651,0.5515050665819718,0.09949493341802818
0.4,0.655,0.5525276430437013,0.10247235695629875
0.405,0.637,0.5534685227007223,0.08353147729927768
0.41,0.627,0.5544094023577434,0.07259059764225662
0.415,0.635,0.5553502820147644,0.07964971798523557
0.42,0.632,0.5562657850996153,0.07573421490038468
0.425,0.621,0.5571289490043653,0.06387105099563473
0.43,0.643,0.5579921129091151,0.08500788709088491
0.435,0.657,0.558855276813865,0.09814472318613499
0.44,0.658,0.5597152437272112,0.09828475627278888
0.445,0.666,0.5605653532503957,0.10543464674960434
0.45,0.656,0.5614154627735801,0.0945845372264199
0.455,0.671,0.5622655722967647,0.10873442770323538
0.46,0.664,0.5631143724950849,0.10088562750491514
0.465,0.675,0.5639564624034754,0.11104353759652463
0.47,0.656,0.564798552311866,0.09120144768813399
0.475,0.666,0.5656406422202566,0.10035935777974347
0.48,0.659,0.5664794108327931,0.09252058916720696
0.485,0.669,0.5672808148669711,0.10171918513302891
0.49,0.632,0.5680822189011491,0.06391778109885093
0.495,0.681,0.5688836229353271,0.11211637706467292
0.5,0.657,0.5696850269695052,0.08731497303049485
