target_rabi_mhz,experimental_rabi_mhz,detuning_mhz,experimental_excited_probability,simulated_total_excited_probability,experiment_minus_simulation
5.0,5.040504356924368,0.08,0.618,0.5073813293912975,0.11061867060870245
5.0,5.040504356924368,0.085,0.627,0.5069955511974132,0.12000444880258676
5.0,5.040504356924368,0.09,0.638,0.5066097730035288,0.13139022699647118
5.0,5.040504356924368,0.095,0.626,0.507900449257465,0.11809955074253498
5.0,5.040504356924368,0.1,0.628,0.5101645506746518,0.11783544932534817
5.0,5.040504356924368,0.105,0.616,0.5124286520918386,0.10357134790816136
5.0,5.040504356924368,0.11,0.642,0.5146927535090255,0.12730724649097447
5.0,5.040504356924368,0.115,0.61,0.51888017912464,0.09111982087535997
5.0,5.040504356924368,0.12,0.622,0.5246347577908251,0.09736524220917486
5.0,5.040504356924368,0.125,0.617,0.5303893364570101,0.08661066354298985
5.0,5.040504356924368,0.13,0.647,0.5361439151231953,0.11085608487680476
5.0,5.040504356924368,0.135,0.637,0.5413629994734952,0.09563700052650481
5.0,5.040504356924368,0.14,0.626,0.5459767424232294,0.08002325757677065
5.0,5.040504356924368,0.145,0.622,0.5505904853729634,0.0714095146270366
5.0,5.040504356924368,0.15,0.617,0.5552042283226976,0.061795771677302436
5.0,5.040504356924368,0.155,0.644,0.5583899498862324,0.08561005011376766
5.0,5.040504356924368,0.16,0.65,0.5593209008399785,0.09067909916002148
5.0,5.040504356924368,0.165,0.649,0.5602518517937248,0.08874814820627519
5.0,5.040504356924368,0.17,0.672,0.5611828027474711,0.11081719725252892
5.0,5.040504356924368,0.175,0.63,0.561723320166591,0.06827667983340902
5.0,5.040504356924368,0.18,0.652,0.5613788549072245,0.09062114509277552
5.0,5.040504356924368,0.185,0.641,0.5610343896478579,0.07996561035214211
5.0,5.040504356924368,0.19,0.639,0.5606899243884914,0.0783100756115086
5.0,5.040504356924368,0.195,0.626,0.5607743068160538,0.06522569318394622
5.0,5.040504356924368,0.2,0.635,0.5623401630711887,0.07265983692881128
5.0,5.040504356924368,0.205,0.611,0.5639060193263237,0.04709398067367632
5.0,5.040504356924368,0.21,0.642,0.5654718755814587,0.07652812441854129
5.0,5.040504356924368,0.215,0.64,0.5672819796829476,0.07271802031705243
5.0,5.040504356924368,0.22,0.633,0.5705575708625599,0.062442429137440136
5.0,5.040504356924368,0.225,0.656,0.573833162042172,0.08216683795782798
5.0,5.040504356924368,0.23,0.629,0.5771087532217843,0.05189124677821566
