series,target_rabi_mhz,actual_rabi_mhz,detuning_mhz,excited_probability
current_echo_experiment,2.5,,-0.4,0.494
current_echo_experiment,2.5,,-0.395,0.493
current_echo_experiment,2.5,,-0.39,0.472
current_echo_experiment,2.5,,-0.385,0.516
current_echo_experiment,2.5,,-0.38,0.503
current_echo_experiment,2.5,,-0.375,0.483
current_echo_experiment,2.5,,-0.37,0.488
current_echo_experiment,2.5,,-0.365,0.484
current_echo_experiment,2.5,,-0.36,0.493
current_echo_experiment,2.5,,-0.355,0.495
current_echo_experiment,2.5,,-0.35,0.489
current_echo_experiment,2.5,,-0.345,0.496
current_echo_experiment,2.5,,-0.34,0.502
current_echo_experiment,2.5,,-0.335,0.484
current_echo_experiment,2.5,,-0.33,0.511
current_echo_experiment,2.5,,-0.325,0.507
current_echo_experiment,2.5,,-0.32,0.512
current_echo_experiment,2.5,,-0.315,0.484
current_echo_experiment,2.5,,-0.31,0.517
current_echo_experiment,2.5,,-0.305,0.519
