target_rabi_mhz,experimental_rabi_mhz,detuning_mhz,experimental_excited_probability,simulated_p_e_plus_p_f,experiment_minus_simulation
2.5,2.520252178462184,-0.5,0.465,0.3375615558617441,0.12743844413825595
2.5,2.520252178462184,-0.495,0.521,0.3377910370485545,0.1832089629514455
2.5,2.520252178462184,-0.49,0.463,0.3380205182353649,0.12497948176463514
2.5,2.520252178462184,-0.485,0.484,0.3382499994221753,0.14575000057782467
2.5,2.520252178462184,-0.48,0.475,0.33847948060898575,0.13652051939101423
2.5,2.520252178462184,-0.475,0.518,0.33843543374431423,0.1795645662556858
2.5,2.520252178462184,-0.47,0.491,0.33836707327506654,0.15263292672493345
2.5,2.520252178462184,-0.465,0.506,0.33829871280581886,0.16770128719418115
2.5,2.520252178462184,-0.46,0.498,0.33823035233657117,0.15976964766342883
2.5,2.520252178462184,-0.455,0.5,0.3382426958541052,0.1617573041458948
2.5,2.520252178462184,-0.45,0.46,0.3382707864910113,0.12172921350898874
2.5,2.520252178462184,-0.445,0.511,0.33829887712791734,0.17270112287208267
2.5,2.520252178462184,-0.44,0.521,0.3383269677648234,0.1826730322351766
2.5,2.520252178462184,-0.435,0.467,0.33839890668148503,0.128601093318515
2.5,2.520252178462184,-0.43,0.491,0.3384850666618512,0.1525149333381488
2.5,2.520252178462184,-0.425,0.482,0.3385712266422173,0.1434287733577827
2.5,2.520252178462184,-0.42,0.498,0.3386573866225834,0.15934261337741662
2.5,2.520252178462184,-0.415,0.498,0.3385327905208083,0.15946720947919168
2.5,2.520252178462184,-0.41,0.509,0.3383060096519344,0.1706939903480656
2.5,2.520252178462184,-0.405,0.484,0.33807922878306057,0.14592077121693942
2.5,2.520252178462184,-0.4,0.494,0.3378524479141867,0.15614755208581327
2.5,2.520252178462184,-0.395,0.493,0.33784699127914253,0.15515300872085747
2.5,2.520252178462184,-0.39,0.472,0.3379941720467394,0.13400582795326055
2.5,2.520252178462184,-0.385,0.516,0.3381413528143364,0.17785864718566363
2.5,2.520252178462184,-0.38,0.503,0.33828853358193334,0.16471146641806667
2.5,2.520252178462184,-0.375,0.483,0.338207525032342,0.14479247496765796
2.5,2.520252178462184,-0.37,0.488,0.33790745473825007,0.15009254526174992
2.5,2.520252178462184,-0.365,0.484,0.33760738444415805,0.14639261555584193
2.5,2.520252178462184,-0.36,0.493,0.3373073141500661,0.1556926858499339
2.5,2.520252178462184,-0.355,0.495,0.33710960528154177,0.15789039471845823
2.5,2.520252178462184,-0.35,0.489,0.33704837831377427,0.15195162168622572
2.5,2.520252178462184,-0.345,0.496,0.3369871513460068,0.15901284865399318
2.5,2.520252178462184,-0.34,0.502,0.33692592437823937,0.16507407562176063
2.5,2.520252178462184,-0.335,0.484,0.33683414536428813,0.14716585463571186
2.5,2.520252178462184,-0.33,0.511,0.33668485661634384,0.17431514338365617
2.5,2.520252178462184,-0.325,0.507,0.3365355678683996,0.1704644321316004
2.5,2.520252178462184,-0.32,0.512,0.3363862791204553,0.1756137208795447
2.5,2.520252178462184,-0.315,0.484,0.3361599531297536,0.14784004687024638
2.5,2.520252178462184,-0.31,0.517,0.33572029323603114,0.18127970676396887
2.5,2.520252178462184,-0.305,0.519,0.33528063334230873,0.18371936665769129
2.5,2.520252178462184,-0.3,0.477,0.3348409734485863,0.14215902655141366
2.5,2.520252178462184,-0.295,0.484,0.33447818392239514,0.14952181607760484
2.5,2.520252178462184,-0.29,0.493,0.3344570404741208,0.1585429595258792
2.5,2.520252178462184,-0.285,0.487,0.33443589702584636,0.15256410297415363
2.5,2.520252178462184,-0.28,0.491,0.33441475357757194,0.15658524642242805
2.5,2.520252178462184,-0.275,0.511,0.3343261441471419,0.1766738558528581
2.5,2.520252178462184,-0.27,0.497,0.3336438340737423,0.16335616592625768
2.5,2.520252178462184,-0.265,0.501,0.3329615240003428,0.1680384759996572
2.5,2.520252178462184,-0.26,0.509,0.3322792139269432,0.1767207860730568
2.5,2.520252178462184,-0.255,0.482,0.33160612240954224,0.15039387759045775
2.5,2.520252178462184,-0.25,0.495,0.3313755215800739,0.1636244784199261
2.5,2.520252178462184,-0.245,0.492,0.33114492075060553,0.16085507924939446
2.5,2.520252178462184,-0.24,0.502,0.3309143199211372,0.17108568007886282
2.5,2.520252178462184,-0.235,0.504,0.3306837190916688,0.17331628090833118
2.5,2.520252178462184,-0.23,0.493,0.33010111054647423,0.16289888945352576
2.5,2.520252178462184,-0.225,0.48,0.329495544976341,0.150504455023659
2.5,2.520252178462184,-0.22,0.482,0.32888997940620773,0.15311002059379225
2.5,2.520252178462184,-0.215,0.533,0.32828441383607443,0.2047155861639256
2.5,2.520252178462184,-0.21,0.476,0.32749407928547325,0.14850592071452673
2.5,2.520252178462184,-0.205,0.48,0.32667294990479406,0.15332705009520592
2.5,2.520252178462184,-0.2,0.461,0.3258518205241149,0.13514817947588514
2.5,2.520252178462184,-0.195,0.506,0.32503069114343575,0.18096930885656426
2.5,2.520252178462184,-0.19,0.472,0.32452047495612985,0.14747952504387013
2.5,2.520252178462184,-0.185,0.483,0.3241002599563794,0.15889974004362056
2.5,2.520252178462184,-0.18,0.484,0.323680044956629,0.160319955043371
2.5,2.520252178462184,-0.175,0.498,0.3232598299568785,0.17474017004312148
2.5,2.520252178462184,-0.17,0.504,0.32211142746346494,0.18188857253653506
2.5,2.520252178462184,-0.165,0.492,0.3206417657816706,0.1713582342183294
2.5,2.520252178462184,-0.16,0.51,0.31917210409987623,0.19082789590012378
2.5,2.520252178462184,-0.155,0.478,0.3177024424180819,0.1602975575819181
2.5,2.520252178462184,-0.15,0.512,0.316733135976168,0.19526686402383203
2.5,2.520252178462184,-0.145,0.474,0.31608072118617836,0.15791927881382162
2.5,2.520252178462184,-0.14,0.495,0.3154283063961888,0.1795716936038112
2.5,2.520252178462184,-0.135,0.498,0.31477589160619923,0.18322410839380077
2.5,2.520252178462184,-0.13,0.508,0.313516854142531,0.194483145857469
2.5,2.520252178462184,-0.125,0.484,0.31172118892907025,0.17227881107092974
2.5,2.520252178462184,-0.12,0.504,0.30992552371560944,0.19407447628439056
2.5,2.520252178462184,-0.115,0.495,0.30812985850214863,0.18687014149785136
2.5,2.520252178462184,-0.11,0.497,0.306344309395105,0.190655690604895
2.5,2.520252178462184,-0.105,0.491,0.30457117550957324,0.18642882449042675
2.5,2.520252178462184,-0.1,0.484,0.3027980416240415,0.18120195837595848
2.5,2.520252178462184,-0.095,0.46,0.30102490773850976,0.15897509226149026
2.5,2.520252178462184,-0.09,0.48,0.2992241259368456,0.18077587406315437
2.5,2.520252178462184,-0.085,0.46,0.29737572827961994,0.16262427172038008
2.5,2.520252178462184,-0.08,0.478,0.2955273306223943,0.1824726693776057
2.5,2.520252178462184,-0.075,0.495,0.29367893296516867,0.20132106703483132
2.5,2.520252178462184,-0.07,0.496,0.2912183381894089,0.2047816618105911
2.5,2.520252178462184,-0.065,0.461,0.2872272506173139,0.1737727493826861
2.5,2.520252178462184,-0.06,0.502,0.28323616304521887,0.21876383695478113
2.5,2.520252178462184,-0.055,0.512,0.2792450754731239,0.23275492452687613
2.5,2.520252178462184,-0.05,0.466,0.2755965997665505,0.19040340023344954
2.5,2.520252178462184,-0.045,0.434,0.2732843103355112,0.1607156896644888
2.5,2.520252178462184,-0.04,0.445,0.2709720209044719,0.17402797909552808
2.5,2.520252178462184,-0.035,0.4,0.2686597314734326,0.13134026852656744
2.5,2.520252178462184,-0.03,0.441,0.2654801075483571,0.1755198924516429
2.5,2.520252178462184,-0.025,0.377,0.2560845864160225,0.1209154135839775
2.5,2.520252178462184,-0.02,0.38,0.24668906528368792,0.13331093471631209
2.5,2.520252178462184,-0.015,0.345,0.23729354415135331,0.10770645584864666
2.5,2.520252178462184,-0.01,0.349,0.22828641464294372,0.12071358535705626
2.5,2.520252178462184,-0.005,0.346,0.22840648829677118,0.11759351170322879
2.5,2.520252178462184,0.0,0.334,0.22852656195059864,0.10547343804940137
2.5,2.520252178462184,0.005,0.312,0.2286466356044261,0.08335336439557389
2.5,2.520252178462184,0.01,0.332,0.22876670925825357,0.10323329074174645
2.5,2.520252178462184,0.015,0.322,0.2377055277651642,0.0842944722348358
2.5,2.520252178462184,0.02,0.346,0.24701961201050396,0.09898038798949602
2.5,2.520252178462184,0.025,0.371,0.2563336962558437,0.11466630374415632
2.5,2.520252178462184,0.03,0.384,0.26564778050118343,0.11835221949881658
2.5,2.520252178462184,0.035,0.371,0.26861052638357563,0.10238947361642436
2.5,2.520252178462184,0.04,0.422,0.2706870390060218,0.15131296099397817
2.5,2.520252178462184,0.045,0.432,0.27276355162846805,0.15923644837153195
2.5,2.520252178462184,0.05,0.473,0.27484006425091423,0.19815993574908575
2.5,2.520252178462184,0.055,0.471,0.2782847099598947,0.1927152900401053
2.5,2.520252178462184,0.06,0.468,0.2820801590243967,0.18591984097560332
2.5,2.520252178462184,0.065,0.476,0.2858756080888987,0.19012439191110125
2.5,2.520252178462184,0.07,0.512,0.28967105715340075,0.22232894284659926
2.5,2.520252178462184,0.075,0.511,0.2919457640350748,0.21905423596492524
2.5,2.520252178462184,0.08,0.501,0.29361217404361767,0.20738782595638233
2.5,2.520252178462184,0.085,0.517,0.2952785840521605,0.2217214159478395
2.5,2.520252178462184,0.09,0.486,0.29694499406070335,0.18905500593929664
2.5,2.520252178462184,0.095,0.55,0.2986033025658997,0.25139669743410037
2.5,2.520252178462184,0.1,0.527,0.30025690697237867,0.22674309302762136
2.5,2.520252178462184,0.105,0.483,0.3019105113788576,0.18108948862114238
2.5,2.520252178462184,0.11,0.512,0.3035641157853366,0.2084358842146634
2.5,2.520252178462184,0.115,0.507,0.30524118805772044,0.20175881194227957
2.5,2.520252178462184,0.12,0.5,0.3069373822949156,0.19306261770508443
2.5,2.520252178462184,0.125,0.534,0.3086335765321107,0.22536642346788932
2.5,2.520252178462184,0.13,0.497,0.31032977076930585,0.18667022923069415
2.5,2.520252178462184,0.135,0.5,0.31150041156687636,0.18849958843312364
2.5,2.520252178462184,0.14,0.519,0.31207694847617545,0.20692305152382456
2.5,2.520252178462184,0.145,0.552,0.3126534853854746,0.23934651461452544
2.5,2.520252178462184,0.15,0.498,0.31323002229477376,0.18476997770522624
2.5,2.520252178462184,0.155,0.535,0.31413394768898956,0.22086605231101047
2.5,2.520252178462184,0.16,0.538,0.31555480226991595,0.2224451977300841
2.5,2.520252178462184,0.165,0.522,0.31697565685084234,0.20502434314915768
2.5,2.520252178462184,0.17,0.513,0.31839651143176867,0.19460348856823134
2.5,2.520252178462184,0.175,0.527,0.3194973618345855,0.20750263816541453
2.5,2.520252178462184,0.18,0.515,0.31987286943368726,0.19512713056631276
2.5,2.520252178462184,0.185,0.508,0.320248377032789,0.18775162296721098
2.5,2.520252178462184,0.19,0.53,0.3206238846318908,0.20937611536810924
2.5,2.520252178462184,0.195,0.516,0.3210936604494482,0.1949063395505518
2.5,2.520252178462184,0.2,0.526,0.3218890901125795,0.20411090988742053
2.5,2.520252178462184,0.205,0.521,0.3226845197757108,0.19831548022428924
2.5,2.520252178462184,0.21,0.534,0.3234799494388421,0.2105200505611579
2.5,2.520252178462184,0.215,0.5,0.32424556743861505,0.17575443256138495
2.5,2.520252178462184,0.22,0.521,0.32483231545823793,0.1961676845417621
2.5,2.520252178462184,0.225,0.498,0.32541906347786087,0.17258093652213913
2.5,2.520252178462184,0.23,0.521,0.32600581149748376,0.19499418850251626
2.5,2.520252178462184,0.235,0.549,0.3265698441763203,0.22243015582367975
2.5,2.520252178462184,0.24,0.554,0.3267855749630999,0.22721442503690015
2.5,2.520252178462184,0.245,0.516,0.32700130574987946,0.18899869425012056
2.5,2.520252178462184,0.25,0.514,0.32721703653665907,0.18678296346334095
2.5,2.520252178462184,0.255,0.522,0.3274327673234386,0.1945672326765614
2.5,2.520252178462184,0.26,0.552,0.32810304510608307,0.22389695489391698
2.5,2.520252178462184,0.265,0.518,0.3287827926178081,0.18921720738219194
2.5,2.520252178462184,0.27,0.533,0.329462540129533,0.203537459870467
2.5,2.520252178462184,0.275,0.505,0.330142287641258,0.17485771235874198
2.5,2.520252178462184,0.28,0.494,0.330226537542056,0.163773462457944
2.5,2.520252178462184,0.285,0.51,0.33024311725979405,0.17975688274020596
2.5,2.520252178462184,0.29,0.522,0.33025969697753216,0.19174030302246786
2.5,2.520252178462184,0.295,0.522,0.33027627669527027,0.19172372330472975
2.5,2.520252178462184,0.3,0.54,0.33064098214157955,0.20935901785842048
2.5,2.520252178462184,0.305,0.519,0.33108401587681735,0.18791598412318267
2.5,2.520252178462184,0.31,0.534,0.33152704961205515,0.20247295038794488
2.5,2.520252178462184,0.315,0.52,0.331970083347293,0.18802991665270702
2.5,2.520252178462184,0.32,0.521,0.3322019701217893,0.1887980298782107
2.5,2.520252178462184,0.325,0.509,0.3323576093826845,0.17664239061731551
2.5,2.520252178462184,0.33,0.539,0.33251324864357973,0.2064867513564203
2.5,2.520252178462184,0.335,0.529,0.3326688879044749,0.19633111209552512
2.5,2.520252178462184,0.34,0.54,0.3327663141172297,0.20723368588277036
2.5,2.520252178462184,0.345,0.526,0.33283281464815984,0.1931671853518402
2.5,2.520252178462184,0.35,0.537,0.33289931517909005,0.20410068482090998
2.5,2.520252178462184,0.355,0.511,0.3329658157100202,0.1780341842899798
2.5,2.520252178462184,0.36,0.532,0.3331732779880713,0.19882672201192875
2.5,2.520252178462184,0.365,0.526,0.33348646157646306,0.19251353842353697
2.5,2.520252178462184,0.37,0.511,0.3337996451648549,0.17720035483514512
2.5,2.520252178462184,0.375,0.537,0.33411282875324666,0.20288717124675337
2.5,2.520252178462184,0.38,0.532,0.3342050442189763,0.19779495578102374
2.5,2.520252178462184,0.385,0.518,0.3340670845569327,0.18393291544306734
2.5,2.520252178462184,0.39,0.519,0.33392912489488913,0.1850708751051109
2.5,2.520252178462184,0.395,0.533,0.3337911652328456,0.19920883476715445
2.5,2.520252178462184,0.4,0.532,0.3338077901210052,0.19819220987899483
2.5,2.520252178462184,0.405,0.504,0.33404856260695953,0.16995143739304047
2.5,2.520252178462184,0.41,0.509,0.3342893350929138,0.1747106649070862
2.5,2.520252178462184,0.415,0.529,0.3345301075788681,0.19446989242113194
2.5,2.520252178462184,0.42,0.504,0.33466905980630585,0.16933094019369416
2.5,2.520252178462184,0.425,0.527,0.33459800775055315,0.19240199224944687
2.5,2.520252178462184,0.43,0.524,0.3345269556948005,0.1894730443051995
2.5,2.520252178462184,0.435,0.521,0.3344559036390478,0.1865440963609522
2.5,2.520252178462184,0.44,0.505,0.3343985189719643,0.17060148102803568
2.5,2.520252178462184,0.445,0.529,0.33438327541994406,0.19461672458005597
2.5,2.520252178462184,0.45,0.547,0.3343680318679238,0.21263196813207624
2.5,2.520252178462184,0.455,0.525,0.3343527883159036,0.19064721168409643
2.5,2.520252178462184,0.46,0.501,0.3343542485741132,0.16664575142588678
2.5,2.520252178462184,0.465,0.503,0.3344413158597511,0.16855868414024888
2.5,2.520252178462184,0.47,0.503,0.334528383145389,0.16847161685461098
2.5,2.520252178462184,0.475,0.505,0.3346154504310269,0.1703845495689731
2.5,2.520252178462184,0.48,0.498,0.33467783107596144,0.16332216892403856
2.5,2.520252178462184,0.485,0.512,0.33446248701298287,0.17753751298701714
2.5,2.520252178462184,0.49,0.527,0.33424714295000435,0.19275285704999567
2.5,2.520252178462184,0.495,0.545,0.3340317988870258,0.21096820111297426
2.5,2.520252178462184,0.5,0.531,0.33381645482404726,0.19718354517595277
5.0,5.040504356924368,-0.5,0.654,0.431145202501349,0.222854797498651
5.0,5.040504356924368,-0.495,0.656,0.43079983599800953,0.2252001640019905
5.0,5.040504356924368,-0.49,0.675,0.43045446949467,0.24454553050533007
5.0,5.040504356924368,-0.485,0.638,0.4301091029913305,0.20789089700866953
5.0,5.040504356924368,-0.48,0.647,0.429763736487991,0.21723626351200903
5.0,5.040504356924368,-0.475,0.631,0.42916929863670716,0.20183070136329284
5.0,5.040504356924368,-0.47,0.658,0.42855272111005055,0.22944727888994948
5.0,5.040504356924368,-0.465,0.658,0.42793614358339394,0.2300638564166061
5.0,5.040504356924368,-0.46,0.685,0.4273195660567373,0.25768043394326273
5.0,5.040504356924368,-0.455,0.68,0.42686712685017647,0.2531328731498236
5.0,5.040504356924368,-0.45,0.67,0.42644671463290257,0.24355328536709747
5.0,5.040504356924368,-0.445,0.651,0.42602630241562867,0.22497369758437136
5.0,5.040504356924368,-0.44,0.673,0.42560589019835476,0.24739410980164528
5.0,5.040504356924368,-0.435,0.648,0.4250957866942549,0.2229042133057451
5.0,5.040504356924368,-0.43,0.651,0.42455659412415747,0.22644340587584255
5.0,5.040504356924368,-0.425,0.673,0.42401740155406004,0.24898259844594
5.0,5.040504356924368,-0.42,0.675,0.42347820898396255,0.2515217910160375
5.0,5.040504356924368,-0.415,0.666,0.42286966026130174,0.2431303397386983
5.0,5.040504356924368,-0.41,0.659,0.4222274843131557,0.23677251568684432
5.0,5.040504356924368,-0.405,0.671,0.4215853083650097,0.24941469163499036
5.0,5.040504356924368,-0.4,0.643,0.4209431324168636,0.22205686758313642
5.0,5.040504356924368,-0.395,0.672,0.42043300840777437,0.2515669915922257
5.0,5.040504356924368,-0.39,0.669,0.4200139547014829,0.24898604529851714
5.0,5.040504356924368,-0.385,0.662,0.4195949009951914,0.2424050990048086
5.0,5.040504356924368,-0.38,0.643,0.4191758472889,0.2238241527111
5.0,5.040504356924368,-0.375,0.626,0.4185625169786289,0.2074374830213711
5.0,5.040504356924368,-0.37,0.623,0.41776268112853737,0.20523731887146263
5.0,5.040504356924368,-0.365,0.658,0.41696284527844585,0.24103715472155418
5.0,5.040504356924368,-0.36,0.664,0.4161630094283543,0.2478369905716457
5.0,5.040504356924368,-0.355,0.683,0.41549331016813507,0.267506689831865
5.0,5.040504356924368,-0.35,0.655,0.4149971263610789,0.24000287363892114
5.0,5.040504356924368,-0.345,0.667,0.41450094255402276,0.2524990574459773
5.0,5.040504356924368,-0.34,0.655,0.4140047587469666,0.24099524125303345
5.0,5.040504356924368,-0.335,0.666,0.41342984268624805,0.252570157313752
5.0,5.040504356924368,-0.33,0.68,0.41270672473628267,0.2672932752637174
5.0,5.040504356924368,-0.325,0.659,0.41198360678631735,0.24701639321368268
5.0,5.040504356924368,-0.32,0.622,0.411260488836352,0.21073951116364797
5.0,5.040504356924368,-0.315,0.662,0.41051325314352805,0.251486746856472
5.0,5.040504356924368,-0.31,0.67,0.40969922985509566,0.2603007701449044
