detuning_mhz,experimental_excited_probability,simulated_p_e_plus_p_f,experiment_minus_simulation
0.09,0.563,0.3761698894575662,0.18683011054243376
0.095,0.56,0.3736708394123294,0.18632916058767063
0.1,0.582,0.37162876354281316,0.2103712364571868
0.105,0.563,0.3695866876732969,0.19341331232670306
0.11,0.601,0.3675446118037807,0.2334553881962193
0.115,0.559,0.3659527600726447,0.19304723992735534
0.12,0.57,0.3647277576394482,0.20527224236055175
0.125,0.566,0.36350275520625164,0.2024972447937483
0.13,0.563,0.36227775277305513,0.20072224722694482
0.135,0.577,0.36140246998135944,0.21559753001864052
0.14,0.599,0.36092252243657774,0.23807747756342224
0.145,0.581,0.36044257489179604,0.22055742510820392
0.15,0.553,0.35996262734701434,0.1930373726529857
0.155,0.562,0.35967657836017136,0.2023234216398287
0.16,0.609,0.35969668499112634,0.24930331500887365
0.165,0.598,0.3597167916220813,0.23828320837791866
0.17,0.607,0.35973689825303634,0.24726310174696364
0.175,0.603,0.3598004197465503,0.24319958025344968
0.18,0.617,0.3599623482618647,0.2570376517381353
0.185,0.586,0.3601242767771791,0.22587572322282085
0.19,0.647,0.3602862052924935,0.2867137947075065
0.195,0.629,0.36050697254440955,0.26849302745559045
0.2,0.638,0.3609310008864038,0.2770689991135962
0.205,0.623,0.3613550292283981,0.2616449707716019
0.21,0.644,0.36177905757039236,0.28222094242960766
0.215,0.651,0.3622257749896783,0.28877422501032174
0.22,0.654,0.362808626872714,0.29119137312728605
0.225,0.642,0.3633914787557497,0.27860852124425034
0.23,0.656,0.36397433063878537,0.29202566936121466
0.235,0.661,0.3645550484414582,0.29644495155854184
0.24,0.66,0.36510304367856683,0.2948969563214332
0.245,0.649,0.36565103891567546,0.28334896108432456
0.25,0.632,0.3661990341527841,0.2658009658472159
0.255,0.637,0.36674702938989273,0.2702529706101073
0.26,0.645,0.3674126311798692,0.2775873688201308
0.265,0.668,0.3680806831063638,0.2999193168936362
0.27,0.643,0.3687487350328584,0.27425126496714164
0.275,0.617,0.369416786959353,0.247583213040647
0.28,0.654,0.37009300867333084,0.2839069913266692
0.285,0.634,0.37077015877225,0.26322984122775
0.29,0.611,0.37144730887116917,0.23955269112883082
0.295,0.669,0.3721244589700884,0.29687554102991165
0.3,0.653,0.3727646893568774,0.2802353106431226
0.305,0.643,0.37339661280843717,0.26960338719156285
0.31,0.633,0.37402853625999694,0.25897146374000307
0.315,0.647,0.37466045971155665,0.27233954028844337
0.32,0.649,0.3753317622415944,0.2736682377584056
0.325,0.654,0.3760172849944159,0.27798271500558414
0.33,0.671,0.37670280774723736,0.2942971922527627
0.335,0.662,0.3773883305000588,0.2846116694999412
0.34,0.653,0.3780447508354357,0.2749552491645643
