detuning_mhz,p_g,p_e,p_f
-0.5,0.38092551348436615,0.6167801811313974,0.002294305384236491
-0.47959183673469385,0.38400021639604154,0.6137403591676186,0.0022594244363397533
-0.45918367346938777,0.3867939891542826,0.6109754907757665,0.002230520069950961
-0.4387755102040816,0.38934882801755916,0.6083995538402225,0.002251618142218402
-0.41836734693877553,0.39199221521937766,0.605703535010598,0.002304249770024305
-0.3979591836734694,0.3949059837697918,0.6027680295931961,0.0023259866370121296
-0.37755102040816324,0.398447474823418,0.5992662719556392,0.002286253220942988
-0.35714285714285715,0.4031377333333359,0.5946345993787726,0.0022276672878915435
-0.33673469387755106,0.4086738637512145,0.5891074471270232,0.002218689121762226
-0.3163265306122449,0.4135894990352028,0.5841404746265069,0.002270026338290488
-0.29591836734693877,0.4170549118130895,0.5806295588971198,0.0023155292897908196
-0.2755102040816327,0.42086866556133806,0.5768459094814475,0.0022854249572144426
-0.25510204081632654,0.4280552967327996,0.5697541618741827,0.002190541393017828
-0.23469387755102045,0.43858488277561103,0.5592968360034204,0.002118281220968464
-0.2142857142857143,0.4480713342671021,0.5497900609495167,0.002138604783381286
-0.1938775510204082,0.45289746479605913,0.5448803425010923,0.0022221927028486244
-0.17346938775510207,0.45618718611786685,0.5415497922870178,0.0022630215951154405
-0.15306122448979592,0.4657420711914997,0.532071330930012,0.0021865978784883482
-0.13265306122448983,0.48378485394348275,0.5141809648401466,0.0020341812163707056
-0.11224489795918369,0.5014370934511487,0.4966243798327829,0.001938526716068369
-0.0918367346938776,0.5088357708435137,0.4891469239890872,0.00201730516739899
-0.07142857142857145,0.5111330683189398,0.4865828744162692,0.0022840572647910814
-0.05102040816326536,0.5286876181016855,0.4686654780437349,0.002646903854579628
-0.030612244897959218,0.571832480795314,0.4251908926599103,0.002976626544775709
-0.010204081632653073,0.6156253615951855,0.3812015052364026,0.0031731331684119223
0.010204081632653073,0.6204307263781514,0.37638130953791255,0.003187964083936074
0.030612244897959107,0.5823441441489395,0.41463724287219544,0.0030186129788650697
0.05102040816326525,0.5368288343390756,0.4604612528693374,0.002709912791586977
0.0714285714285714,0.5114503118218586,0.486187818767062,0.002361869411079317
0.09183673469387754,0.5018498044837325,0.4960442152915934,0.0021059802246740154
0.11224489795918358,0.49224301781695823,0.505721094272212,0.0020358879108296228
0.13265306122448972,0.4780598092379442,0.5198016045506241,0.0021385862114317662
0.15306122448979587,0.46532367746152004,0.5323795627940521,0.00229675974442795
0.173469387755102,0.4578344728439343,0.5397869687274326,0.0023785584286330494
0.19387755102040816,0.4519987097356721,0.545658369578275,0.002342920686052894
0.2142857142857142,0.4434261995181545,0.554310568102333,0.0022632323795123885
0.23469387755102034,0.4334230468007429,0.5643320707047752,0.0022448824944818506
0.2551020408163265,0.42648340430497894,0.5711984218914342,0.0023181738035867937
0.2755102040816326,0.4234806798343979,0.574104529373563,0.0024147907920391664
0.29591836734693866,0.42054726773077145,0.5770051547981938,0.0024475774710346287
0.3163265306122448,0.41463545992078893,0.5829603168775743,0.002404223201636708
0.33673469387755095,0.40750865950494347,0.5901379085084575,0.0023534319865989584
0.3571428571428571,0.40293614993708,0.5947018422489171,0.002362007814003035
0.37755102040816324,0.40138906176994255,0.5961902091404362,0.0024207290896212544
0.3979591836734693,0.39963814501088707,0.5979002473761629,0.0024616076129500017
0.4183673469387754,0.39537663929560357,0.6021823566427765,0.0024410040616197424
0.43877551020408156,0.39018286312561334,0.6074286260949788,0.002388510779407998
0.4591836734693877,0.38703136350483425,0.610601917914187,0.002366718580978698
0.47959183673469385,0.3861301854082527,0.6114747614998247,0.0023950530919227184
0.5,0.3848677670460371,0.6127021576465398,0.002430075307423101
